date,gross,net,vt,turnover,scale
2020-11-24,0.01719366600120091,0.01719366600120091,0.010522547945769534,0.0,0.6120014163956992
2020-11-25,-0.00021338956385771098,-0.001564945426839869,-0.0009458434930064975,1.1262965524851318,0.6043939148194205
2020-11-27,0.007580985021767897,0.007580985021767897,0.00458591580945679,0.0,0.6049234758133513
2020-11-30,-0.012522071136269486,-0.012522071136269486,-0.007580906181487128,0.0,0.6054035389983893
2020-12-01,0.013862726709885097,0.013862726709885097,0.00841057739968602,0.0,0.6067044078484709
2020-12-02,0.0003871246356460208,0.0003871246356460208,0.0002338737768481306,0.0,0.6041304409827852
2020-12-03,0.00537650333517203,0.00537650333517203,0.0032592294772971543,0.0,0.6061987269636595
2020-12-04,0.011174299205515796,0.011174299205515796,0.007028829118519616,0.0,0.6290174434429038
2020-12-07,0.002230938325106158,0.002230938325106158,0.001401781620347659,0.0,0.6283372357597362
2020-12-08,0.004326549403821933,0.004326549403821933,0.0028408002145213023,0.0,0.656597197760375
2020-12-09,-0.013200816924455143,-0.013200816924455143,-0.008830562524697171,0.0,0.6689406099055986
2020-12-10,0.008256802952255289,0.008256802952255289,0.0055936137070948765,0.0,0.6774551529738299
2020-12-11,-0.004259496203373372,-0.004259496203373372,-0.0028802834875823477,0.0,0.6762028535912918
2020-12-14,0.0021049400528103026,0.0012925944610047693,0.0008808663702816875,0.6769546598379446,0.6814715650235463
2020-12-15,0.015560570157368094,0.015560570157368094,0.0106422084696148,0.0,0.6839214991473563
2020-12-16,0.003933965189710212,0.003933965189710212,0.002663804436512369,0.0,0.6771296409739185
2020-12-17,0.007413960664197368,0.007413960664197368,0.005056560578850473,0.0,0.6820322912244495
2020-12-18,-0.004885899718749684,-0.004885899718749684,-0.003360707148957406,0.0,0.6878379300460593
2020-12-21,-0.005328160317588062,-0.005328160317588062,-0.0037594847888859314,0.0,0.7055877760427008
2020-12-22,0.0039978739577607655,0.0039978739577607655,0.0028073195171927816,0.0,0.7022031076650498
2020-12-23,0.004010701194732012,0.004010701194732012,0.0029042939750004485,0.0,0.7241362130929099
2020-12-24,0.0026038843534368925,0.0026038843534368925,0.0018860263535088555,0.0,0.724312641235188
